id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
29275841,cognition,101,,,,,Biological psychiatry
29275839,cognition,151,,,,,Biological psychiatry
29275578,cognition,142,,,,,Zhonghua yi xue za zhi
29275433,cognition,151,,,,,Psychological research
29275193,cognition,142,,,,,Cortex; a journal devoted to the study of the nervous system and behavior
29275186,cognition,97,,,,,Neuroscience letters
29275123,cognition,134,,,,,Cognition
29275064,cognition,177,,,,,Clinical therapeutics
29275004,cognition,161,,,,,Neuropsychologia
29274996,cognition,132,,,,,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology
29274893,cognition,140,,,,,Contemporary clinical trials
29274876,cognition,120,,,,,Brain research
29274748,cognition,202,,,,,NeuroImage
29274733,cognition,134,,,,,Schizophrenia research
29274581,cognition,134,,,,,Research in developmental disabilities
29274048,cognition,140,,,,,Memory & cognition
29273844,cognition,117,,,,,Journal of neurology
29273807,cognition,102,,,,,Nature genetics
29273784,cognition,77,,,,,Scientific reports
29273758,cognition,117,,,,,Scientific reports
29273691,cognition,148,,,,,"Journal of neurology, neurosurgery, and psychiatry"
29273689,cognition,153,,,,,Neurology
29273599,cognition,120,,,,,Evidence-based mental health
29273549,cognition,149,,,,,Behavioural processes
29273382,cognition,95,,,,,Neuropeptides
29273344,cognition,237,,,,,L'Encephale
29273094,cognition,128,,,,,Genome medicine
29273038,cognition,133,,,,,BMC complementary and alternative medicine
29272823,cognition,175,,,,,Nurse education today
29272744,cognition,145,,,,,Infant behavior & development
29272740,cognition,135,,,,,Cognition
29272739,cognition,117,,,,,Cognition
29272546,cognition,124,,,,,Social cognitive and affective neuroscience
29272467,cognition,137,,,,,Schizophrenia bulletin
29272404,cognition,95,,,,,Human molecular genetics
29272343,cognition,181,,,,,Brain : a journal of neurology
29272336,cognition,136,,,,,Brain : a journal of neurology
29272304,cognition,133,,,,,PloS one
29272276,cognition,135,,,,,PloS one
29272043,cognition,179,,,,,"Hepatology (Baltimore, Md.)"
29271541,cognition,146,,,,,"European journal of pain (London, England)"
29271498,cognition,133,,,,,International journal of geriatric psychiatry
29271293,cognition,98,,,,,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry"
29271139,cognition,204,,,,,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica
29271093,cognition,150,,,,,Human brain mapping
29271015,cognition,155,,,,,Journal of sleep research
29270892,cognition,114,,,,,Neuroinformatics
29270731,cognition,10,,,,,Animal cognition
29270605,cognition,143,,,,,Journal of vision
29270597,cognition,75,,,,,Sheng li xue bao : [Acta physiologica Sinica]
29270466,cognition,126,,,,,Brain and neuroscience advances
29270446,cognition,62,,,,,Current opinion in behavioral sciences
29270357,cognition,200,,,,,NeuroImage. Clinical
29270204,cognition,123,,,,,Evidence-based complementary and alternative medicine : eCAM
29270145,cognition,112,,,,,Frontiers in psychology
29270142,cognition,114,,,,,Frontiers in psychology
29270137,cognition,114,,,,,Frontiers in psychology
29269972,cognition,156,,,,,Ancient science of life
29269884,cognition,119,,,,,Scientific reports
29269882,cognition,121,,,,,Scientific reports
29269817,cognition,218,,,,,Evidence-based dentistry
29269306,cognition,150,,,,,Neuropsychologia
29269305,cognition,158,,,,,Neuropsychologia
29269303,cognition,147,,,,,Disability and health journal
29269268,cognition,148,,,,,Experimental gerontology
29268944,cognition,94,,,,,"Geriatric nursing (New York, N.Y.)"
29268811,cognition,145,,,,,Psychological medicine
29268764,cognition,202,,,,,Trials
29268721,cognition,164,,,,,BMC medical research methodology
29268272,cognition,181,,,,,Gerontology
29268271,cognition,68,,,,,European addiction research
29268260,cognition,152,,,,,Neuro-Signals
29268256,cognition,176,,,,,Annals of nutrition & metabolism
29268079,cognition,96,,,,,Alzheimer's & dementia : the journal of the Alzheimer's Association
29267990,cognition,130,,,,,Bipolar disorders
29267970,cognition,111,,,,,"The journals of gerontology. Series B, Psychological sciences and social sciences"
29267958,cognition,165,,,,,Sleep
29267309,cognition,146,,,,,PloS one
29267308,cognition,151,,,,,PloS one
29267286,cognition,47,,,,,PLoS biology
29267189,cognition,117,,,,,International journal of molecular sciences
29266866,cognition,61,,,,,BJOG : an international journal of obstetrics and gynaecology
29266749,cognition,162,,,,,Human brain mapping
29266544,cognition,152,,,,,"European journal of pain (London, England)"
29266524,cognition,125,,,,,Psycho-oncology
29266202,cognition,159,,,,,The British journal of educational psychology
29265992,cognition,135,,,,,The Clinical neuropsychologist
29265961,cognition,107,,,,,The Clinical neuropsychologist
29265884,cognition,120,,,,,Games for health journal
29265870,cognition,145,,,,,Rehabilitation psychology
29265869,cognition,144,,,,,Rehabilitation psychology
29265868,cognition,149,,,,,Rehabilitation psychology
29265867,cognition,154,,,,,Rehabilitation psychology
29265866,cognition,137,,,,,Rehabilitation psychology
29265865,cognition,142,,,,,Rehabilitation psychology
29265864,cognition,100,,,,,Rehabilitation psychology
29265863,cognition,147,,,,,Rehabilitation psychology
29265862,cognition,139,,,,,Rehabilitation psychology
29265861,cognition,134,,,,,Rehabilitation psychology
29265830,cognition,152,,,,,Neuropsychology
29265828,cognition,157,,,,,Developmental psychology
29265805,cognition,121,,,,,ACS chemical neuroscience
29265723,cognition,153,,,,,Human brain mapping
29265704,cognition,141,,,,,Journal of neuropsychology
29265483,cognition,175,,,,,Human brain mapping
29265381,cognition,212,,,,,The British journal of developmental psychology
29265104,cognition,125,,,,,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova
29265009,cognition,169,,,,,Journal of neural engineering
29264737,cognition,97,,,,,AIDS and behavior
29264389,cognition,160,,,,,"Alzheimer's & dementia (New York, N. Y.)"
29264112,cognition,134,,,,,NeuroImage. Clinical
29264004,cognition,57,,,,,Journal of general and family medicine
29263841,cognition,129,,,,,NPJ genomic medicine
29263478,cognition,214,,,,,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences
29263406,cognition,29,,,,,Nature neuroscience
29263284,cognition,109,,,,,Proceedings. Biological sciences
29263239,cognition,193,,,,,The Journal of neuroscience : the official journal of the Society for Neuroscience
29263221,cognition,143,,,,,Neurology
29263220,cognition,143,,,,,Neurology
29263017,cognition,205,,,,,Journal of medical Internet research
29262746,cognition,94,,,,,Medical teacher
29262743,cognition,97,,,,,Laterality
29262276,cognition,162,,,,,The New England journal of medicine
29261798,cognition,171,,,,,PloS one
29261743,cognition,176,,,,,PloS one
29261709,cognition,137,,,,,PloS one
29261562,cognition,140,,,,,Neuroreport
29261535,cognition,134,,,,,American journal of physical medicine & rehabilitation
29261497,cognition,85,,,,,Medecine sciences : M/S
29261133,cognition,99,,,,,Brain sciences
29261088,cognition,127,,,,,The Clinical neuropsychologist
29261012,cognition,108,,,,,"Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition"
29260532,cognition,130,,,,,Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition
29260493,cognition,137,,,,,Neurochemical research
29260439,cognition,135,,,,,"Cerebellum (London, England)"
29260356,cognition,162,,,,,Journal of neurology
29260316,cognition,145,,,,,Psychological research
29260313,cognition,99,,,,,Archives of gynecology and obstetrics
29260235,cognition,101,,,,,Journal of rehabilitation medicine
29260040,cognition,94,,,,,eNeurologicalSci
29260029,cognition,145,,,,,eNeurologicalSci
29260027,cognition,136,,,,,eNeurologicalSci
29259553,cognition,217,,,,,Frontiers in aging neuroscience
29259546,cognition,189,,,,,Frontiers in neural circuits
29259322,cognition,117,,,,,Scientific reports
29259158,cognition,99,,,,,Nature communications
29259145,cognition,113,,,,,East Asian archives of psychiatry : official journal of the Hong Kong College of Psychiatrists = Dong Ya jing shen ke xue zhi : Xianggang jing shen ke yi xue yuan qi kan
29258984,cognition,94,,,,,Yi chuan = Hereditas
29258890,cognition,126,,,,,NeuroImage
29258860,cognition,125,,,,,Behavioural processes
29258849,cognition,204,,,,,Neuropsychologia
29258596,cognition,185,,,,,Systematic reviews
29258477,cognition,170,,,,,BMC biotechnology
29258453,cognition,133,,,,,BMC cancer
29258430,cognition,135,,,,,BMC anesthesiology
29258283,cognition,128,,,,,International journal of molecular sciences
29258231,cognition,107,,,,,"Sensors (Basel, Switzerland)"
29257131,cognition,164,,,,,Molecular psychiatry
29256977,cognition,159,,,,,Neuroreport
29256920,cognition,145,,,,,Ear and hearing
29256912,cognition,116,,,,,Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology
29256909,cognition,108,,,,,Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology
29256818,cognition,139,,,,,Journal of neurotrauma
29256143,cognition,123,,,,,Animal cognition
29256028,cognition,140,,,,,Journal of abnormal child psychology
29255945,cognition,155,,,,,Psychological research
29255909,cognition,167,,,,,Annals of internal medicine
29255847,cognition,186,,,,,Annals of internal medicine
29255842,cognition,172,,,,,Annals of internal medicine
29255839,cognition,160,,,,,Annals of internal medicine
29255432,cognition,85,,,,,Frontiers in psychology
29255430,cognition,107,,,,,Frontiers in psychiatry
29255275,cognition,100,,,,,Nature communications
29255243,cognition,114,,,,,Scientific reports
29255155,cognition,119,,,,,Scientific reports
29255006,cognition,220,,,,,The Journal of neuroscience : the official journal of the Society for Neuroscience
29255003,cognition,208,,,,,The Journal of neuroscience : the official journal of the Society for Neuroscience
29254912,cognition,149,,,,,Journal of medical Internet research
29254904,cognition,207,,,,,Journal of the American Medical Directors Association
29254875,cognition,84,,,,,The British journal of oral & maxillofacial surgery
29254835,cognition,166,,,,,Neurophysiologie clinique = Clinical neurophysiology
29254758,cognition,156,,,,,The Journal of pediatrics
29254675,cognition,140,,,,,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry
29254438,cognition,124,,,,,Neuropsychological rehabilitation
29254404,cognition,82,,,,,Journal of aging and health
29254396,cognition,100,,,,,International journal of offender therapy and comparative criminology
29254108,cognition,65,,,,,Journal of Parkinson's disease
29254103,cognition,155,,,,,Journal of Huntington's disease
29254067,cognition,143,,,,,Journal of affective disorders
29253878,cognition,110,,,,,PloS one
29253675,cognition,150,,,,,Epilepsy & behavior : E&B
29253654,cognition,223,,,,,NeuroImage
29253653,cognition,215,,,,,NeuroImage
29253006,cognition,166,,,,,PloS one
29252202,cognition,134,,,,,Reviews in the neurosciences
29252041,cognition,100,,,,,International journal of food sciences and nutrition
29251960,cognition,86,,,,,"Psychotherapy (Chicago, Ill.)"
29251841,cognition,105,,,,,Birth defects research
29251839,cognition,107,,,,,Birth defects research
29251803,cognition,188,,,,,Hippocampus
29251801,cognition,117,,,,,Hippocampus
29251766,cognition,100,,,,,Journal of the American Geriatrics Society
29251546,cognition,90,,,,,"OTJR : occupation, participation and health"
29251514,cognition,121,,,,,Assessment
29251380,cognition,137,,,,,The American journal on addictions
29251222,cognition,141,,,,,Nutritional neuroscience
29250891,cognition,158,,,,,Human brain mapping
29250867,cognition,174,,,,,Human brain mapping
29250857,cognition,109,,,,,The European journal of neuroscience
29250792,cognition,141,,,,,Journal of neurochemistry
29250774,cognition,124,,,,,"British journal of psychology (London, England : 1953)"
29250741,cognition,129,,,,,Investigational new drugs
29250705,cognition,91,,,,,International journal of bipolar disorders
29250021,cognition,118,,,,,Frontiers in psychology
29250006,cognition,92,,,,,Frontiers in psychology
29250003,cognition,194,,,,,Frontiers in psychology
29249999,cognition,132,,,,,Frontiers in psychology
29249998,cognition,155,,,,,Frontiers in psychology
29249989,cognition,177,,,,,Frontiers in psychiatry
29249963,cognition,184,,,,,Frontiers in aging neuroscience
29249961,cognition,111,,,,,Frontiers in aging neuroscience
29249958,cognition,208,,,,,Frontiers in aging neuroscience
29249957,cognition,169,,,,,Frontiers in aging neuroscience
29249956,cognition,206,,,,,Frontiers in aging neuroscience
